,TABELA_DESTINO,TABELA_ORIGEM,TABELA_ORIGEM_SISTEMA,SISTEMA,ASSUNTO
14792,RL_ATL_REGRAS_HISTORICO,STG_ATL_REGRA,STG_ATL_REGRA;STG_ATL_REGRAS_HISTORICO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14862,ARQ_PREV_FRD_PRODUTO_2430,RL_FRAUDE_CHAMADOS,RL_CANAIS_SAC_ACESSO_USUARIO;RL_CANAIS_SAC_ATEND_TIPO;RL_FRAUDE_CHAMADOS_JURIDICO;RL_FRAUDE_CHAMADOS;RL_FRAUDE_PARECER,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14863,ARQ_PREV_FRD_PRODUTO_2430,RL_FRAUDE_PARECER,RL_CANAIS_SAC_ACESSO_USUARIO;RL_CANAIS_SAC_ATEND_TIPO;RL_FRAUDE_CHAMADOS_JURIDICO;RL_FRAUDE_CHAMADOS;RL_FRAUDE_PARECER,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14865,ARQ_PREV_FRD_PRODUTO_2430,RL_CANAIS_SAC_ACESSO_USUARIO,RL_CANAIS_SAC_ACESSO_USUARIO;RL_CANAIS_SAC_ATEND_TIPO;RL_FRAUDE_CHAMADOS_JURIDICO;RL_FRAUDE_CHAMADOS;RL_FRAUDE_PARECER,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14867,ARQ_PREV_FRD_PRODUTO_2430,RL_CANAIS_SAC_ATEND_TIPO,RL_CANAIS_SAC_ACESSO_USUARIO;RL_CANAIS_SAC_ATEND_TIPO;RL_FRAUDE_CHAMADOS_JURIDICO;RL_FRAUDE_CHAMADOS;RL_FRAUDE_PARECER,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14869,RL_ATL_SEGMENTO,STG_ATL_SEGMENTO,STG_ATL_SEGMENTO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14871,RL_ATL_SEGMENTO,,STG_ATL_SEGMENTO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14872,RL_ATL_REGRAS_VALIDAR_HISTORICO,STG_ATL_REGRAS_VALIDAR_HISTORICO,STG_ATL_REGRAS_VALIDAR_HISTORICO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14886,RL_ATL_REGRAS_VALIDAR_HISTORICO,,STG_ATL_REGRAS_VALIDAR_HISTORICO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14888,RL_ATL_REGRAS_LIBERAR,STG_ATL_REGRAS_LIBERAR,STG_ATL_REGRAS_LIBERAR,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
14894,RL_INV_MENSAGENS_ERRO,,MENSAGENS_ERRO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
14896,RL_INV_LOG_GERAL,STG_INV_LOG_GERAL,LOG_GERAL,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
14938,RL_CPE_PARC_RENEG_OP_ORIGINAL,STG_CPE_CRENP,CRENP,EMPRESTIMO PESSOAL,CREDITO PESSOAL
14946,RL_CPE_PARC_RENEG_OP_ORIGINAL,,CRENP,EMPRESTIMO PESSOAL,CREDITO PESSOAL
14947,RL_CPE_ATIV_PROPOSTAS_ACORDO,STG_CPE_EPROP,EPROP,EMPRESTIMO PESSOAL,CREDITO PESSOAL
14962,RL_CPE_ATIV_PROPOSTAS_ACORDO,,EPROP,EMPRESTIMO PESSOAL,CREDITO PESSOAL
14968,RL_FMR_TERMO,,TERMO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
14969,RL_FMR_TIPO_EVENTO,STG_FMR_TIPO_EVENTO,TIPO_EVENTO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
14972,RL_FMR_TIPO_EVENTO,,TIPO_EVENTO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
14973,RL_FMR_TIPO_OBS,STG_FMR_TIPO_OBS,TIPO_OBS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
14976,RL_FMR_TIPO_OBS,,TIPO_OBS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
14978,RL_FMR_TIPO_PEND_FORMALIZACAO,STG_FMR_TIPO_PEND_FORMALIZACAO,TIPO_PEND_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
14979,RL_FMR_TIPO_PEND_FORMALIZACAO,,TIPO_PEND_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
14981,RL_FMR_VALIDACAO_PESSOA,STG_FMR_VALIDACAO_PESSOA,VALIDACAO_PESSOA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
14988,RL_FMR_VALIDACAO_PESSOA,,VALIDACAO_PESSOA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
14990,RL_FMR_ACEITE,STG_FMR_ACEITE,ACEITE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15033,RL_CPE_PRODUTO_GV,STG_CPE_TPROD,TPROD,EMPRESTIMO PESSOAL,CREDITO PESSOAL
15103,RL_FMR_ACEITE,,ACEITE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15105,RL_FMR_BIOMETRIA,STG_FMR_BIOMETRIA,BIOMETRIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15112,RL_FMR_BIOMETRIA,,BIOMETRIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15114,RL_FMR_CONTRATO,STG_FMR_CONTRATO,CONTRATO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15134,RL_INV_CONDICOES,,CONDICOES,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
15135,RL_INV_CARTEIRAS,STG_INV_CARTEIRAS,CARTEIRAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
15143,RL_INV_CARTEIRAS,,CARTEIRAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
15152,RL_INV_GERENTES,,GERENTES,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
15183,RL_CGO_PORT_INT,,CTOPERINT,PANCRED,PANCRED
15184,RL_CGO_PORT_ORIG,STG_CGO_CTOPERORG,CTOPERORG,PANCRED,PANCRED
15194,RL_CGO_TEDS_DEVOLVIDAS,,STG_CGO_TUSU,PANCRED,PANCRED
15196,RL_CGO_METAS,STG_CGO_METAS_REDE,,PANCRED,PANCRED
15203,RL_CGO_METAS,,,PANCRED,PANCRED
15205,RL_CGO_CORRESPONDENTE_GERENTE,STG_CGO_CORRESPONDENTE_GERENTE,,PANCRED,PANCRED
15208,RL_CGO_CONVENIO_GRUPO,STG_CGO_CONVENIO_GRUPO,,PANCRED,PANCRED
15221,RL_FMR_CONTRATO,,CONTRATO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15223,RL_FMR_DOC_IDENTIFICACAO_OCR,STG_FMR_DOC_IDENTIFICACAO_OCR,DOC_IDENTIFICACAO_OCR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15325,RL_FMR_DOC_IDENTIFICACAO_OCR,,DOC_IDENTIFICACAO_OCR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15327,RL_FMR_DOC_IDENT_PROPOSTA,STG_FMR_DOC_IDENT_PROPOSTA,DOC_IDENT_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15332,RL_FMR_DOC_IDENT_PROPOSTA,,DOC_IDENT_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15334,RL_FMR_DOC_OUTROS,STG_FMR_DOC_OUTROS,DOC_OUTROS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15341,RL_FMR_DOC_OUTROS,,DOC_OUTROS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15343,RL_FMR_HIST_CONTRATO_ASSINADO,STG_FMR_HIST_CONTRATO_ASSINADO,HIST_CONTRATO_ASSINADO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
15440,RL_CGO_PORT_ORIG,,CTOPERORG,PANCRED,PANCRED
15441,RL_CGO_CTRO_DOCS,STG_CGO_CDOCS,CDOCS,PANCRED,PANCRED
15446,RL_CGO_CONVENIO_GRUPO,,,PANCRED,PANCRED
15447,RL_CGO_PROPOSTA_GERENTE,STG_CGO_PROPOSTA_GERENTE,,PANCRED,PANCRED
15449,RL_CGO_PROPOSTA_GERENTE,,,PANCRED,PANCRED
15450,RL_CGO_PROJECAO,STG_CGO_PROJECAO,,PANCRED,PANCRED
15452,RL_CGO_PROJECAO,,,PANCRED,PANCRED
15454,RL_CGO_METAS_REDE_COLABORADOR,STG_CGO_METAS_REDE_COLABORADOR,,PANCRED,PANCRED
15457,RL_CGO_METAS_REDE_COLABORADOR,,,PANCRED,PANCRED
15458,RL_CGO_CLG_COMISSAO,STG_CGO_TB_CLG_COMISSAO,TB_CLG_COMISSAO,PANCRED,PANCRED
15489,ARQ_PREV_FRD_REGRA_10,RL_INV_CARTEIRAS,RL_INV_CARTEIRAS;RL_INV_CONDICOES;RL_INV_REQUISICOES,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15497,RL_ATL_REGRAS_LIBERAR,,STG_ATL_REGRAS_LIBERAR,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15498,RL_ATL_PRODUTOS_HISTORICO,STG_ATL_PRODUTOS_HISTORICO,STG_ATL_PRODUTOS;STG_ATL_PRODUTOS_HISTORICO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15507,RL_ATL_PRODUTOS_HISTORICO,,STG_ATL_PRODUTOS;STG_ATL_PRODUTOS_HISTORICO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15508,RL_ATL_USUARIO,STG_ATL_USUARIO,STG_ATL_USUARIO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15514,RL_ATL_USUARIO,,STG_ATL_USUARIO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15520,RL_ATL_TRILHA_LOG,STG_ATL_TRILHA_LOG,STG_ATL_TRILHA_LOG,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15521,RL_INV_LOG_GERAL,,LOG_GERAL,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
15552,ARQ_PREV_FRD_REGRA_10,RL_INV_CONDICOES,RL_INV_CARTEIRAS;RL_INV_CONDICOES;RL_INV_REQUISICOES,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15553,ARQ_PREV_FRD_RH,RL_RH_PREV_FRAUDE,RL_RH_PREV_FRAUDE,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15570,ARQ_PREV_FRD_REGRA_12_13,RL_INV_REQUISICOES,RL_INV_REQUISICOES,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15571,ARQ_PREV_FRD_REGRA_14_1,RL_CAD_BEM_FINANC,RL_CAD_BEM_FINANC,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
15668,RL_CGO_CTRO_DOCS,,CDOCS,PANCRED,PANCRED
15670,RL_CGO_CLASS_NIVEL,STG_CGO_ECLAS,ECLAS,PANCRED,PANCRED
15675,RL_CGO_CLG_COMISSAO,,TB_CLG_COMISSAO,PANCRED,PANCRED
15677,RL_CGO_CLG_LIMITE,STG_CGO_TB_CLG_LIMITE,TB_CLG_LIMITE,PANCRED,PANCRED
15689,RL_CGO_CLG_LIMITE,,TB_CLG_LIMITE,PANCRED,PANCRED
15691,RL_CGO_CLG_LIM_CDI_PARC_ELEG,STG_CGO_CLG_LIM_CMSS_CDI_PARC,LIM_CMSS_CDI_PARCELA,PANCRED,PANCRED
15692,RL_CGO_CLG_LIM_CDI_PARC_ELEG,,LIM_CMSS_CDI_PARCELA,PANCRED,PANCRED
15693,RL_CGO_CLG_LIM_CDI_PARC_INE,STG_CGO_CLG_LIM_CMSS_CDI_PARC,LIM_CMSS_CDI_PARCELA,PANCRED,PANCRED
15694,RL_CGO_CLG_LIM_CDI_PARC_INE,,LIM_CMSS_CDI_PARCELA,PANCRED,PANCRED
15696,RL_CGO_CLG_LIM_PARC_ELEG,STG_CGO_CLG_LIM_CMSS_PARCELA,LIM_CMSS_PARCELA,PANCRED,PANCRED
15702,RL_CGO_CLG_LIM_PARC_ELEG,,LIM_CMSS_PARCELA,PANCRED,PANCRED
